# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+01
# lRef        : 4.000000e+00
# Aref        : 1.000000e+00
# CofR        : (3.500000e+00 0.000000e+00 0.000000e+00)
#
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
934           	-8.120130e-02	3.372072e-01	3.270316e-01	8.231448e-02	2.447171e-01
935           	-8.118498e-02	3.371467e-01	3.270020e-01	8.231600e-02	2.446860e-01
936           	-8.116889e-02	3.370850e-01	3.269701e-01	8.231616e-02	2.446539e-01
937           	-8.114722e-02	3.370071e-01	3.269481e-01	8.232683e-02	2.446213e-01
938           	-8.112757e-02	3.369381e-01	3.269199e-01	8.233238e-02	2.445875e-01
939           	-8.111129e-02	3.368778e-01	3.268904e-01	8.233390e-02	2.445565e-01
940           	-8.109526e-02	3.368165e-01	3.268586e-01	8.233403e-02	2.445245e-01
941           	-8.107366e-02	3.367388e-01	3.268366e-01	8.234464e-02	2.444920e-01
942           	-8.105420e-02	3.366706e-01	3.268086e-01	8.235010e-02	2.444585e-01
943           	-8.103796e-02	3.366106e-01	3.267790e-01	8.235155e-02	2.444275e-01
944           	-8.102196e-02	3.365494e-01	3.267472e-01	8.235161e-02	2.443955e-01
945           	-8.100042e-02	3.364719e-01	3.267252e-01	8.236218e-02	2.443630e-01
946           	-8.098089e-02	3.364034e-01	3.266971e-01	8.236765e-02	2.443294e-01
947           	-8.096469e-02	3.363434e-01	3.266676e-01	8.236911e-02	2.442985e-01
948           	-8.094871e-02	3.362823e-01	3.266359e-01	8.236922e-02	2.442666e-01
949           	-8.092719e-02	3.362049e-01	3.266140e-01	8.237981e-02	2.442342e-01
950           	-8.090767e-02	3.361364e-01	3.265860e-01	8.238531e-02	2.442006e-01
951           	-8.089146e-02	3.360764e-01	3.265565e-01	8.238678e-02	2.441697e-01
952           	-8.087549e-02	3.360152e-01	3.265248e-01	8.238689e-02	2.441379e-01
953           	-8.085401e-02	3.359380e-01	3.265029e-01	8.239746e-02	2.441055e-01
954           	-8.083462e-02	3.358701e-01	3.264751e-01	8.240290e-02	2.440721e-01
955           	-8.081844e-02	3.358102e-01	3.264456e-01	8.240436e-02	2.440412e-01
956           	-8.080249e-02	3.357492e-01	3.264139e-01	8.240446e-02	2.440094e-01
957           	-8.078107e-02	3.356722e-01	3.263921e-01	8.241499e-02	2.439771e-01
958           	-8.076163e-02	3.356041e-01	3.263641e-01	8.242043e-02	2.439437e-01
959           	-8.074551e-02	3.355444e-01	3.263348e-01	8.242187e-02	2.439129e-01
960           	-8.072962e-02	3.354837e-01	3.263032e-01	8.242198e-02	2.438812e-01
961           	-8.070826e-02	3.354069e-01	3.262815e-01	8.243250e-02	2.438490e-01
962           	-8.068885e-02	3.353389e-01	3.262536e-01	8.243795e-02	2.438157e-01
963           	-8.067275e-02	3.352793e-01	3.262243e-01	8.243939e-02	2.437849e-01
964           	-8.065686e-02	3.352186e-01	3.261927e-01	8.243948e-02	2.437532e-01
965           	-8.063553e-02	3.351419e-01	3.261710e-01	8.244997e-02	2.437210e-01
966           	-8.061625e-02	3.350744e-01	3.261432e-01	8.245537e-02	2.436879e-01
967           	-8.060015e-02	3.350149e-01	3.261139e-01	8.245680e-02	2.436571e-01
968           	-8.058428e-02	3.349542e-01	3.260823e-01	8.245688e-02	2.436254e-01
969           	-8.056299e-02	3.348777e-01	3.260607e-01	8.246734e-02	2.435933e-01
970           	-8.054366e-02	3.348099e-01	3.260328e-01	8.247275e-02	2.435601e-01
971           	-8.052762e-02	3.347506e-01	3.260036e-01	8.247417e-02	2.435294e-01
972           	-8.051180e-02	3.346902e-01	3.259721e-01	8.247426e-02	2.434979e-01
973           	-8.049057e-02	3.346140e-01	3.259506e-01	8.248472e-02	2.434659e-01
974           	-8.047128e-02	3.345464e-01	3.259228e-01	8.249012e-02	2.434327e-01
975           	-8.045527e-02	3.344872e-01	3.258936e-01	8.249153e-02	2.434021e-01
976           	-8.043947e-02	3.344268e-01	3.258621e-01	8.249159e-02	2.433705e-01
977           	-8.041828e-02	3.343507e-01	3.258406e-01	8.250202e-02	2.433386e-01
978           	-8.039910e-02	3.342835e-01	3.258130e-01	8.250738e-02	2.433056e-01
979           	-8.038309e-02	3.342244e-01	3.257837e-01	8.250877e-02	2.432749e-01
980           	-8.036731e-02	3.341641e-01	3.257523e-01	8.250882e-02	2.432434e-01
981           	-8.034615e-02	3.340881e-01	3.257307e-01	8.251922e-02	2.432115e-01
982           	-8.032693e-02	3.340207e-01	3.257030e-01	8.252458e-02	2.431784e-01
983           	-8.031097e-02	3.339617e-01	3.256739e-01	8.252597e-02	2.431479e-01
984           	-8.029523e-02	3.339017e-01	3.256425e-01	8.252604e-02	2.431165e-01
985           	-8.027413e-02	3.338259e-01	3.256211e-01	8.253643e-02	2.430847e-01
986           	-8.025495e-02	3.337587e-01	3.255935e-01	8.254179e-02	2.430517e-01
987           	-8.023901e-02	3.336998e-01	3.255644e-01	8.254317e-02	2.430212e-01
988           	-8.022330e-02	3.336399e-01	3.255330e-01	8.254321e-02	2.429898e-01
989           	-8.020225e-02	3.335642e-01	3.255116e-01	8.255356e-02	2.429581e-01
990           	-8.018318e-02	3.334975e-01	3.254841e-01	8.255888e-02	2.429252e-01
991           	-8.016727e-02	3.334387e-01	3.254550e-01	8.256023e-02	2.428948e-01
992           	-8.015157e-02	3.333789e-01	3.254236e-01	8.256025e-02	2.428634e-01
993           	-8.013056e-02	3.333034e-01	3.254023e-01	8.257057e-02	2.428317e-01
994           	-8.011145e-02	3.332365e-01	3.253747e-01	8.257588e-02	2.427988e-01
995           	-8.009558e-02	3.331778e-01	3.253456e-01	8.257722e-02	2.427684e-01
996           	-8.007993e-02	3.331181e-01	3.253144e-01	8.257726e-02	2.427371e-01
997           	-8.005896e-02	3.330428e-01	3.252931e-01	8.258759e-02	2.427055e-01
998           	-8.003987e-02	3.329760e-01	3.252656e-01	8.259291e-02	2.426727e-01
999           	-8.002401e-02	3.329174e-01	3.252365e-01	8.259426e-02	2.426423e-01
1000          	-8.000838e-02	3.328578e-01	3.252053e-01	8.259428e-02	2.426110e-01
1001          	-7.998745e-02	3.327826e-01	3.251840e-01	8.260457e-02	2.425795e-01
1002          	-7.996840e-02	3.327159e-01	3.251565e-01	8.260987e-02	2.425467e-01
1003          	-7.995258e-02	3.326575e-01	3.251275e-01	8.261119e-02	2.425163e-01
1004          	-7.993166e-02	3.325841e-01	3.251054e-01	8.262103e-02	2.424844e-01
1005          	-7.991404e-02	3.325210e-01	3.250749e-01	8.262339e-02	2.424515e-01
1006          	-7.989950e-02	3.324641e-01	3.250418e-01	8.262143e-02	2.424204e-01
1007          	-7.987962e-02	3.323915e-01	3.250188e-01	8.262977e-02	2.423890e-01
1008          	-7.986186e-02	3.323274e-01	3.249881e-01	8.263217e-02	2.423559e-01
1009          	-7.984664e-02	3.322699e-01	3.249567e-01	8.263173e-02	2.423250e-01
1010          	-7.982613e-02	3.321972e-01	3.249348e-01	8.264126e-02	2.422935e-01
1011          	-7.980812e-02	3.321339e-01	3.249064e-01	8.264509e-02	2.422613e-01
1012          	-7.979306e-02	3.320771e-01	3.248774e-01	8.264564e-02	2.422318e-01
1013          	-7.977260e-02	3.320043e-01	3.248562e-01	8.265548e-02	2.422007e-01
1014          	-7.975479e-02	3.319408e-01	3.248274e-01	8.265891e-02	2.421685e-01
1015          	-7.973983e-02	3.318835e-01	3.247969e-01	8.265863e-02	2.421383e-01
1016          	-7.971966e-02	3.318109e-01	3.247753e-01	8.266798e-02	2.421073e-01
1017          	-7.970193e-02	3.317474e-01	3.247466e-01	8.267137e-02	2.420752e-01
1018          	-7.968696e-02	3.316904e-01	3.247164e-01	8.267125e-02	2.420452e-01
1019          	-7.966660e-02	3.316177e-01	3.246944e-01	8.268061e-02	2.420138e-01
1020          	-7.964867e-02	3.315540e-01	3.246643e-01	8.268348e-02	2.419808e-01
1021          	-7.963365e-02	3.314969e-01	3.246333e-01	8.268298e-02	2.419503e-01
1022          	-7.961335e-02	3.314243e-01	3.246115e-01	8.269238e-02	2.419191e-01
1023          	-7.959553e-02	3.313609e-01	3.245831e-01	8.269601e-02	2.418871e-01
1024          	-7.958059e-02	3.313040e-01	3.245538e-01	8.269630e-02	2.418575e-01
1025          	-7.956033e-02	3.312316e-01	3.245327e-01	8.270601e-02	2.418267e-01
1026          	-7.954257e-02	3.311683e-01	3.245039e-01	8.270936e-02	2.417945e-01
1027          	-7.952769e-02	3.311115e-01	3.244734e-01	8.270900e-02	2.417644e-01
1028          	-7.950751e-02	3.310394e-01	3.244515e-01	8.271825e-02	2.417333e-01
1029          	-7.948982e-02	3.309764e-01	3.244222e-01	8.272127e-02	2.417009e-01
1030          	-7.947497e-02	3.309200e-01	3.243916e-01	8.272083e-02	2.416708e-01
1031          	-7.945480e-02	3.308480e-01	3.243699e-01	8.273016e-02	2.416398e-01
1032          	-7.943719e-02	3.307855e-01	3.243410e-01	8.273330e-02	2.416077e-01
1033          	-7.942231e-02	3.307289e-01	3.243106e-01	8.273301e-02	2.415776e-01
1034          	-7.940213e-02	3.306568e-01	3.242892e-01	8.274246e-02	2.415467e-01
1035          	-7.938441e-02	3.305937e-01	3.242603e-01	8.274574e-02	2.415146e-01
1036          	-7.936956e-02	3.305371e-01	3.242301e-01	8.274549e-02	2.414846e-01
1037          	-7.934943e-02	3.304651e-01	3.242086e-01	8.275489e-02	2.414538e-01
1038          	-7.933177e-02	3.304022e-01	3.241796e-01	8.275803e-02	2.414216e-01
1039          	-7.931694e-02	3.303457e-01	3.241492e-01	8.275764e-02	2.413915e-01
1040          	-7.929682e-02	3.302739e-01	3.241276e-01	8.276698e-02	2.413606e-01
1041          	-7.927914e-02	3.302110e-01	3.240985e-01	8.277010e-02	2.413284e-01
1042          	-7.926431e-02	3.301545e-01	3.240681e-01	8.276975e-02	2.412984e-01
1043          	-7.924422e-02	3.300828e-01	3.240467e-01	8.277914e-02	2.412676e-01
1044          	-7.922658e-02	3.300200e-01	3.240178e-01	8.278234e-02	2.412355e-01
1045          	-7.921179e-02	3.299636e-01	3.239877e-01	8.278206e-02	2.412056e-01
1046          	-7.919173e-02	3.298920e-01	3.239664e-01	8.279146e-02	2.411749e-01
1047          	-7.917413e-02	3.298294e-01	3.239375e-01	8.279461e-02	2.411429e-01
1048          	-7.915938e-02	3.297732e-01	3.239072e-01	8.279423e-02	2.411130e-01
1049          	-7.913938e-02	3.297019e-01	3.238859e-01	8.280356e-02	2.410823e-01
1050          	-7.912192e-02	3.296400e-01	3.238571e-01	8.280664e-02	2.410505e-01
1051          	-7.910720e-02	3.295839e-01	3.238268e-01	8.280623e-02	2.410206e-01
1052          	-7.908723e-02	3.295128e-01	3.238055e-01	8.281552e-02	2.409900e-01
1053          	-7.906969e-02	3.294504e-01	3.237765e-01	8.281858e-02	2.409580e-01
1054          	-7.905498e-02	3.293943e-01	3.237463e-01	8.281818e-02	2.409282e-01
1055          	-7.903505e-02	3.293233e-01	3.237250e-01	8.282747e-02	2.408976e-01
1056          	-7.901752e-02	3.292609e-01	3.236963e-01	8.283061e-02	2.408656e-01
1057          	-7.900280e-02	3.292049e-01	3.236662e-01	8.283031e-02	2.408359e-01
1058          	-7.898287e-02	3.291338e-01	3.236450e-01	8.283962e-02	2.408054e-01
1059          	-7.896533e-02	3.290714e-01	3.236162e-01	8.284277e-02	2.407734e-01
1060          	-7.895061e-02	3.290153e-01	3.235862e-01	8.284247e-02	2.407437e-01
1061          	-7.893070e-02	3.289443e-01	3.235649e-01	8.285174e-02	2.407131e-01
1062          	-7.891319e-02	3.288820e-01	3.235361e-01	8.285486e-02	2.406812e-01
1063          	-7.889849e-02	3.288260e-01	3.235061e-01	8.285456e-02	2.406515e-01
1064          	-7.887862e-02	3.287552e-01	3.234849e-01	8.286381e-02	2.406210e-01
1065          	-7.886114e-02	3.286931e-01	3.234562e-01	8.286695e-02	2.405892e-01
1066          	-7.884648e-02	3.286373e-01	3.234263e-01	8.286666e-02	2.405596e-01
1067          	-7.882667e-02	3.285667e-01	3.234051e-01	8.287589e-02	2.405292e-01
1068          	-7.880932e-02	3.285052e-01	3.233766e-01	8.287900e-02	2.404976e-01
1069          	-7.879469e-02	3.284495e-01	3.233467e-01	8.287867e-02	2.404680e-01
1070          	-7.877492e-02	3.283791e-01	3.233255e-01	8.288782e-02	2.404377e-01
1071          	-7.875752e-02	3.283173e-01	3.232968e-01	8.289086e-02	2.404059e-01
1072          	-7.874292e-02	3.282618e-01	3.232669e-01	8.289051e-02	2.403763e-01
1073          	-7.872319e-02	3.281914e-01	3.232457e-01	8.289964e-02	2.403460e-01
1074          	-7.870580e-02	3.281297e-01	3.232170e-01	8.290272e-02	2.403143e-01
1075          	-7.869119e-02	3.280741e-01	3.231873e-01	8.290246e-02	2.402848e-01
1076          	-7.867145e-02	3.280037e-01	3.231661e-01	8.291162e-02	2.402545e-01
1077          	-7.865405e-02	3.279419e-01	3.231376e-01	8.291473e-02	2.402228e-01
1078          	-7.863943e-02	3.278863e-01	3.231078e-01	8.291447e-02	2.401933e-01
1079          	-7.861973e-02	3.278160e-01	3.230866e-01	8.292360e-02	2.401630e-01
1080          	-7.860235e-02	3.277543e-01	3.230581e-01	8.292668e-02	2.401314e-01
1081          	-7.858777e-02	3.276988e-01	3.230283e-01	8.292640e-02	2.401019e-01
1082          	-7.856810e-02	3.276287e-01	3.230072e-01	8.293549e-02	2.400717e-01
1083          	-7.855077e-02	3.275672e-01	3.229787e-01	8.293856e-02	2.400401e-01
1084          	-7.853622e-02	3.275119e-01	3.229490e-01	8.293827e-02	2.400107e-01
1085          	-7.851661e-02	3.274420e-01	3.229279e-01	8.294734e-02	2.399806e-01
1086          	-7.849932e-02	3.273807e-01	3.228994e-01	8.295039e-02	2.399490e-01
1087          	-7.848481e-02	3.273256e-01	3.228698e-01	8.295007e-02	2.399197e-01
1088          	-7.846523e-02	3.272558e-01	3.228487e-01	8.295911e-02	2.398896e-01
1089          	-7.844805e-02	3.271950e-01	3.228204e-01	8.296213e-02	2.398582e-01
1090          	-7.843354e-02	3.271399e-01	3.227906e-01	8.296177e-02	2.398289e-01
1091          	-7.841398e-02	3.270701e-01	3.227695e-01	8.297077e-02	2.397987e-01
1092          	-7.839672e-02	3.270089e-01	3.227409e-01	8.297375e-02	2.397672e-01
1093          	-7.838222e-02	3.269538e-01	3.227112e-01	8.297340e-02	2.397378e-01
1094          	-7.836269e-02	3.268841e-01	3.226902e-01	8.298241e-02	2.397078e-01
1095          	-7.834544e-02	3.268229e-01	3.226618e-01	8.298544e-02	2.396763e-01
1096          	-7.833094e-02	3.267678e-01	3.226322e-01	8.298516e-02	2.396470e-01
1097          	-7.831142e-02	3.266982e-01	3.226112e-01	8.299420e-02	2.396170e-01
1098          	-7.829418e-02	3.266370e-01	3.225828e-01	8.299723e-02	2.395856e-01
1099          	-7.827970e-02	3.265820e-01	3.225532e-01	8.299691e-02	2.395563e-01
1100          	-7.826021e-02	3.265125e-01	3.225322e-01	8.300591e-02	2.395263e-01
1101          	-7.824301e-02	3.264515e-01	3.225038e-01	8.300890e-02	2.394949e-01
1102          	-7.822857e-02	3.263967e-01	3.224742e-01	8.300854e-02	2.394657e-01
1103          	-7.820912e-02	3.263274e-01	3.224533e-01	8.301752e-02	2.394358e-01
1104          	-7.819196e-02	3.262665e-01	3.224249e-01	8.302049e-02	2.394044e-01
1105          	-7.817756e-02	3.262119e-01	3.223954e-01	8.302012e-02	2.393752e-01
1106          	-7.815815e-02	3.261428e-01	3.223745e-01	8.302909e-02	2.393454e-01
1107          	-7.814106e-02	3.260822e-01	3.223462e-01	8.303203e-02	2.393141e-01
1108          	-7.812669e-02	3.260277e-01	3.223166e-01	8.303162e-02	2.392850e-01
1109          	-7.810732e-02	3.259587e-01	3.222958e-01	8.304056e-02	2.392552e-01
1110          	-7.809030e-02	3.258984e-01	3.222676e-01	8.304348e-02	2.392241e-01
1111          	-7.807593e-02	3.258440e-01	3.222379e-01	8.304304e-02	2.391949e-01
1112          	-7.805658e-02	3.257750e-01	3.222170e-01	8.305194e-02	2.391651e-01
1113          	-7.803948e-02	3.257144e-01	3.221886e-01	8.305483e-02	2.391338e-01
1114          	-7.802513e-02	3.256599e-01	3.221591e-01	8.305440e-02	2.391047e-01
1115          	-7.800579e-02	3.255910e-01	3.221382e-01	8.306332e-02	2.390749e-01
1116          	-7.798871e-02	3.255304e-01	3.221100e-01	8.306627e-02	2.390437e-01
1117          	-7.797435e-02	3.254759e-01	3.220805e-01	8.306591e-02	2.390146e-01
1118          	-7.795502e-02	3.254070e-01	3.220598e-01	8.307486e-02	2.389849e-01
1119          	-7.793794e-02	3.253464e-01	3.220315e-01	8.307782e-02	2.389537e-01
1120          	-7.792359e-02	3.252920e-01	3.220020e-01	8.307744e-02	2.389246e-01
1121          	-7.790429e-02	3.252232e-01	3.219813e-01	8.308636e-02	2.388949e-01
1122          	-7.788724e-02	3.251628e-01	3.219530e-01	8.308928e-02	2.388638e-01
1123          	-7.787293e-02	3.251085e-01	3.219236e-01	8.308887e-02	2.388347e-01
1124          	-7.785368e-02	3.250399e-01	3.219029e-01	8.309777e-02	2.388051e-01
1125          	-7.783667e-02	3.249797e-01	3.218747e-01	8.310067e-02	2.387740e-01
1126          	-7.782241e-02	3.249256e-01	3.218453e-01	8.310024e-02	2.387451e-01
1127          	-7.780321e-02	3.248572e-01	3.218246e-01	8.310911e-02	2.387155e-01
1128          	-7.778635e-02	3.247977e-01	3.217967e-01	8.311198e-02	2.386847e-01
1129          	-7.777212e-02	3.247438e-01	3.217672e-01	8.311149e-02	2.386557e-01
1130          	-7.775295e-02	3.246756e-01	3.217465e-01	8.312031e-02	2.386262e-01
1131          	-7.773602e-02	3.246156e-01	3.217183e-01	8.312312e-02	2.385952e-01
1132          	-7.772180e-02	3.245617e-01	3.216888e-01	8.312262e-02	2.385662e-01
1133          	-7.770266e-02	3.244935e-01	3.216682e-01	8.313143e-02	2.385367e-01
1134          	-7.768573e-02	3.244336e-01	3.216401e-01	8.313430e-02	2.385058e-01
1135          	-7.767150e-02	3.243796e-01	3.216108e-01	8.313389e-02	2.384769e-01
1136          	-7.765235e-02	3.243114e-01	3.215902e-01	8.314275e-02	2.384474e-01
1137          	-7.763540e-02	3.242514e-01	3.215621e-01	8.314565e-02	2.384164e-01
1138          	-7.762116e-02	3.241974e-01	3.215328e-01	8.314522e-02	2.383875e-01
1139          	-7.760204e-02	3.241293e-01	3.215122e-01	8.315406e-02	2.383581e-01
1140          	-7.758511e-02	3.240693e-01	3.214841e-01	8.315693e-02	2.383272e-01
1141          	-7.757091e-02	3.240154e-01	3.214548e-01	8.315650e-02	2.382983e-01
1142          	-7.755182e-02	3.239475e-01	3.214343e-01	8.316532e-02	2.382690e-01
1143          	-7.753494e-02	3.238877e-01	3.214062e-01	8.316818e-02	2.382381e-01
1144          	-7.752077e-02	3.238341e-01	3.213770e-01	8.316774e-02	2.382093e-01
1145          	-7.750173e-02	3.237663e-01	3.213565e-01	8.317654e-02	2.381800e-01
1146          	-7.748490e-02	3.237068e-01	3.213286e-01	8.317938e-02	2.381492e-01
1147          	-7.747078e-02	3.236534e-01	3.212993e-01	8.317890e-02	2.381205e-01
1148          	-7.745179e-02	3.235858e-01	3.212789e-01	8.318766e-02	2.380912e-01
1149          	-7.743507e-02	3.235267e-01	3.212511e-01	8.319046e-02	2.380606e-01
1150          	-7.742095e-02	3.234733e-01	3.212218e-01	8.318994e-02	2.380318e-01
1151          	-7.740198e-02	3.234058e-01	3.212013e-01	8.319866e-02	2.380026e-01
1152          	-7.738518e-02	3.233464e-01	3.211732e-01	8.320143e-02	2.379718e-01
1153          	-7.737107e-02	3.232930e-01	3.211440e-01	8.320092e-02	2.379431e-01
1154          	-7.735212e-02	3.232255e-01	3.211236e-01	8.320966e-02	2.379139e-01
1155          	-7.733533e-02	3.231661e-01	3.210956e-01	8.321249e-02	2.378832e-01
1156          	-7.732122e-02	3.231127e-01	3.210666e-01	8.321206e-02	2.378545e-01
1157          	-7.730228e-02	3.230452e-01	3.210462e-01	8.322082e-02	2.378254e-01
1158          	-7.728549e-02	3.229858e-01	3.210183e-01	8.322366e-02	2.377946e-01
1159          	-7.726574e-02	3.229174e-01	3.209986e-01	8.323354e-02	2.377650e-01
1160          	-7.725104e-02	3.228637e-01	3.209710e-01	8.323444e-02	2.377365e-01
1161          	-7.723890e-02	3.228144e-01	3.209399e-01	8.323104e-02	2.377088e-01
1162          	-7.722066e-02	3.227478e-01	3.209152e-01	8.323695e-02	2.376783e-01
1163          	-7.719927e-02	3.226738e-01	3.208952e-01	8.324834e-02	2.376469e-01
1164          	-7.718304e-02	3.226185e-01	3.208639e-01	8.324892e-02	2.376150e-01
1165          	-7.717154e-02	3.225727e-01	3.208343e-01	8.324561e-02	2.375887e-01
1166          	-7.715347e-02	3.225080e-01	3.208060e-01	8.324955e-02	2.375565e-01
1167          	-7.713278e-02	3.224355e-01	3.207843e-01	8.325936e-02	2.375249e-01
1168          	-7.711708e-02	3.223805e-01	3.207525e-01	8.325915e-02	2.374933e-01
1169          	-7.710583e-02	3.223347e-01	3.207248e-01	8.325657e-02	2.374682e-01
1170          	-7.708818e-02	3.222707e-01	3.207020e-01	8.326283e-02	2.374392e-01
1171          	-7.706740e-02	3.221985e-01	3.206842e-01	8.327471e-02	2.374095e-01
1172          	-7.705168e-02	3.221440e-01	3.206568e-01	8.327670e-02	2.373801e-01
1173          	-7.704019e-02	3.220979e-01	3.206298e-01	8.327473e-02	2.373551e-01
1174          	-7.702220e-02	3.220333e-01	3.206046e-01	8.328009e-02	2.373245e-01
1175          	-7.700131e-02	3.219606e-01	3.205844e-01	8.329091e-02	2.372935e-01
1176          	-7.698556e-02	3.219057e-01	3.205529e-01	8.329089e-02	2.372620e-01
1177          	-7.697432e-02	3.218601e-01	3.205237e-01	8.328755e-02	2.372362e-01
1178          	-7.695667e-02	3.217960e-01	3.204988e-01	8.329273e-02	2.372061e-01
1179          	-7.693598e-02	3.217238e-01	3.204795e-01	8.330376e-02	2.371757e-01
1180          	-7.692022e-02	3.216688e-01	3.204504e-01	8.330500e-02	2.371454e-01
1181          	-7.690879e-02	3.216228e-01	3.204235e-01	8.330294e-02	2.371205e-01
1182          	-7.689081e-02	3.215582e-01	3.203991e-01	8.330876e-02	2.370904e-01
1183          	-7.686991e-02	3.214857e-01	3.203801e-01	8.332014e-02	2.370599e-01
1184          	-7.685418e-02	3.214308e-01	3.203501e-01	8.332086e-02	2.370292e-01
1185          	-7.684295e-02	3.213852e-01	3.203217e-01	8.331790e-02	2.370038e-01
1186          	-7.682525e-02	3.213211e-01	3.202967e-01	8.332310e-02	2.369736e-01
1187          	-7.680455e-02	3.212489e-01	3.202772e-01	8.333404e-02	2.369432e-01
1188          	-7.678888e-02	3.211942e-01	3.202471e-01	8.333468e-02	2.369124e-01
1189          	-7.677762e-02	3.211488e-01	3.202191e-01	8.333192e-02	2.368872e-01
1190          	-7.675983e-02	3.210848e-01	3.201945e-01	8.333741e-02	2.368571e-01
1191          	-7.673907e-02	3.210130e-01	3.201754e-01	8.334860e-02	2.368267e-01
1192          	-7.672347e-02	3.209587e-01	3.201454e-01	8.334925e-02	2.367962e-01
1193          	-7.671233e-02	3.209136e-01	3.201173e-01	8.334630e-02	2.367710e-01
1194          	-7.669474e-02	3.208503e-01	3.200926e-01	8.335156e-02	2.367410e-01
1195          	-7.667407e-02	3.207785e-01	3.200733e-01	8.336259e-02	2.367107e-01
1196          	-7.665848e-02	3.207241e-01	3.200431e-01	8.336305e-02	2.366800e-01
1197          	-7.664733e-02	3.206788e-01	3.200147e-01	8.336002e-02	2.366547e-01
1198          	-7.662966e-02	3.206152e-01	3.199901e-01	8.336539e-02	2.366247e-01
1199          	-7.660901e-02	3.205437e-01	3.199711e-01	8.337652e-02	2.365945e-01
1200          	-7.659345e-02	3.204895e-01	3.199410e-01	8.337706e-02	2.365640e-01
1201          	-7.658231e-02	3.204443e-01	3.199127e-01	8.337406e-02	2.365387e-01
1202          	-7.656464e-02	3.203807e-01	3.198880e-01	8.337939e-02	2.365087e-01
1203          	-7.654398e-02	3.203091e-01	3.198689e-01	8.339047e-02	2.364784e-01
1204          	-7.652838e-02	3.202547e-01	3.198386e-01	8.339092e-02	2.364477e-01
1205          	-7.651724e-02	3.202092e-01	3.198103e-01	8.338791e-02	2.364224e-01
1206          	-7.649958e-02	3.201456e-01	3.197858e-01	8.339334e-02	2.363925e-01
1207          	-7.647895e-02	3.200742e-01	3.197669e-01	8.340452e-02	2.363624e-01
1208          	-7.646339e-02	3.200200e-01	3.197370e-01	8.340511e-02	2.363319e-01
1209          	-7.645228e-02	3.199748e-01	3.197089e-01	8.340215e-02	2.363067e-01
1210          	-7.643468e-02	3.199114e-01	3.196844e-01	8.340752e-02	2.362769e-01
1211          	-7.641412e-02	3.198404e-01	3.196654e-01	8.341858e-02	2.362468e-01
1212          	-7.639863e-02	3.197864e-01	3.196353e-01	8.341900e-02	2.362163e-01
1213          	-7.638757e-02	3.197414e-01	3.196071e-01	8.341596e-02	2.361911e-01
1214          	-7.637003e-02	3.196784e-01	3.195827e-01	8.342130e-02	2.361614e-01
1215          	-7.634955e-02	3.196076e-01	3.195638e-01	8.343235e-02	2.361314e-01
1216          	-7.633410e-02	3.195538e-01	3.195339e-01	8.343283e-02	2.361010e-01
1217          	-7.632307e-02	3.195089e-01	3.195059e-01	8.342987e-02	2.360760e-01
1218          	-7.630563e-02	3.194463e-01	3.194817e-01	8.343520e-02	2.360465e-01
1219          	-7.628519e-02	3.193757e-01	3.194628e-01	8.344618e-02	2.360166e-01
1220          	-7.626975e-02	3.193220e-01	3.194328e-01	8.344662e-02	2.359861e-01
1221          	-7.625870e-02	3.192769e-01	3.194047e-01	8.344365e-02	2.359611e-01
1222          	-7.624122e-02	3.192141e-01	3.193803e-01	8.344894e-02	2.359314e-01
1223          	-7.622083e-02	3.191436e-01	3.193614e-01	8.345986e-02	2.359015e-01
1224          	-7.620539e-02	3.190898e-01	3.193315e-01	8.346037e-02	2.358711e-01
1225          	-7.619432e-02	3.190447e-01	3.193037e-01	8.345754e-02	2.358462e-01
1226          	-7.617684e-02	3.189819e-01	3.192795e-01	8.346288e-02	2.358166e-01
1227          	-7.615647e-02	3.189115e-01	3.192605e-01	8.347381e-02	2.357867e-01
1228          	-7.614102e-02	3.188577e-01	3.192308e-01	8.347438e-02	2.357564e-01
1229          	-7.612995e-02	3.188126e-01	3.192031e-01	8.347161e-02	2.357315e-01
1230          	-7.611251e-02	3.187499e-01	3.191788e-01	8.347692e-02	2.357019e-01
1231          	-7.609219e-02	3.186797e-01	3.191599e-01	8.348775e-02	2.356721e-01
1232          	-7.607678e-02	3.186260e-01	3.191302e-01	8.348831e-02	2.356419e-01
1233          	-7.606573e-02	3.185811e-01	3.191026e-01	8.348558e-02	2.356170e-01
1234          	-7.604833e-02	3.185186e-01	3.190784e-01	8.349085e-02	2.355875e-01
1235          	-7.602808e-02	3.184486e-01	3.190594e-01	8.350162e-02	2.355578e-01
1236          	-7.601272e-02	3.183952e-01	3.190298e-01	8.350218e-02	2.355276e-01
1237          	-7.600171e-02	3.183505e-01	3.190024e-01	8.349947e-02	2.355029e-01
1238          	-7.598437e-02	3.182882e-01	3.189782e-01	8.350471e-02	2.354734e-01
1239          	-7.596419e-02	3.182185e-01	3.189592e-01	8.351539e-02	2.354438e-01
1240          	-7.594887e-02	3.181652e-01	3.189296e-01	8.351592e-02	2.354137e-01
